name,pref,city,district,latitude,longitude,relation_point_default
屯田北小学校,北海道,北区,屯田九条３丁目,43.14320082051913,141.34257017076663,64249.9778725248
簀子小学校,福岡県,中央区,大手門３丁目,33.591985,130.382589,119552.362913711
白楊小学校,北海道,北区,北二十四条西７丁目,43.089936223581326,141.33903756485984,134490.558817096
百合が原小学校,北海道,北区,百合が原６丁目,43.13432503416,141.3659943207475,64596.0499844943
北海道教育大学附属札幌小学校,北海道,北区,あいの里五条,43.168656,141.393108,32092.6954463652
北九条小学校,北海道,北区,北九条西１丁目,43.07264991158411,141.35313279693463,135752.390526513
北陽小学校,北海道,北区,北三十一条西９丁目,43.09742193451013,141.3338369113272,132025.552204018
幌北小学校,北海道,北区,北十九条西２丁目,43.08357471819953,141.34866349151412,134490.558817096
和光小学校,北海道,北区,北三十五条西７丁目,43.10229173826734,141.33570973727117,127281.656697837
塩原小学校,福岡県,南区,塩原１丁目,33.564404,130.431946,165062.573117401
横手小学校,福岡県,南区,横手４丁目,33.549156,130.435753,155323.493084328
花畑小学校,福岡県,南区,花畑３丁目,33.533519,130.401645,123598.421179143
宮竹小学校,福岡県,南区,井尻１丁目,33.557405,130.441336,151328.548306414
玉川小学校,福岡県,南区,向野１丁目,33.563459,130.421614,172022.815321428
高木小学校,福岡県,南区,高木３丁目,33.556016,130.435836,159325.412693772
三宅小学校,福岡県,南区,三宅２丁目,33.549461,130.426281,155323.493084328
若久小学校,福岡県,南区,野間４丁目,33.554766,130.412031,155753.282729685
西花畑小学校,福岡県,南区,檜原２丁目,33.539884,130.396647,115681.371705077
西高宮小学校,福岡県,南区,市崎１丁目,33.569932,130.40281,185583.055747059
西長住小学校,福岡県,南区,西長住１丁目,33.551156,130.390117,150102.471088263
大池小学校,福岡県,南区,多賀２丁目,33.559183,130.409809,178293.672591863
大楠小学校,福岡県,南区,大楠３丁目,33.570876,130.41442,184161.435369999
筑紫丘小学校,福岡県,南区,南大橋１丁目,33.554726,130.420912,162748.001035646
長丘小学校,福岡県,南区,長丘２丁目,33.557266,130.397144,150102.471088263
長住小学校,福岡県,南区,長住４丁目,33.548184,130.395172,137976.775211046
鶴田小学校,福岡県,南区,鶴田３丁目,33.528214,130.4122,103371.732642634
東花畑小学校,福岡県,南区,屋形原２丁目,33.538018,130.409421,123598.421179143
東若久小学校,福岡県,南区,若久３丁目,33.550295,130.41567,162748.001035646
柏原小学校,福岡県,南区,大字柏原,33.52813,130.392062,92947.2551484483
福岡海星女子学院附属小学校,福岡県,那珂川町,片縄北７丁目,33.524853,130.41581,99519.3754606495
野多目小学校,福岡県,南区,野多目２丁目,33.540518,130.424781,133850.829174662
弥永小学校,福岡県,南区,弥永４丁目,33.529381,130.435142,127821.402992463
弥永西小学校,福岡県,南区,弥永２丁目,33.525992,130.429837,127821.402992463
老司小学校,福岡県,南区,老司１丁目,33.534935,130.422365,133850.829174662
曰佐小学校,福岡県,南区,横手３丁目,33.544129,130.437253,155323.493084328
栄小学校,北海道,東区,北四十二条東１０丁目,43.113116,141.35998,117329.007912809
栄西小学校,北海道,東区,北三十九条東４丁目,43.10732497145643,141.35129211603737,131119.59563261
栄町小学校,北海道,東区,北三十六条東１３丁目,43.106121444192,141.36462389435553,120796.513644293
栄東小学校,北海道,東区,北四十六条東１３丁目,43.117354082397235,141.36149254953284,100978.780909633
栄南小学校,北海道,東区,北三十七条東２０丁目,43.108721860362806,141.37669329338286,83066.8031049847
栄北小学校,北海道,東区,北四十七条東６丁目,43.11770478323354,141.3518548943555,100978.780909633
栄緑小学校,北海道,東区,北五十一条東１０丁目,43.12339658935981,141.35854937547674,100978.780909633
開成小学校,北海道,東区,北二十一条東２１丁目,43.08962901814587,141.3831913924485,123111.415540808
丘珠小学校,北海道,東区,北丘珠二条１丁目,43.121797,141.404702,46262.7290288263
元町小学校,北海道,東区,北二十五条東１７丁目,43.09563374490992,141.37439781226163,130608.195179514
元町北小学校,北海道,東区,北三十一条東１４丁目,43.100819,141.366914,120796.513644293
札苗小学校,北海道,東区,東苗穂七条２丁目,43.09394642466211,141.41130420471012,77688.0126343616
札苗北小学校,北海道,東区,東苗穂九条３丁目,43.098518,141.416707,64343.1365918024
札苗緑小学校,北海道,東区,東苗穂十三条４丁目,43.10550919042868,141.42958937547675,47252.4169986452
札幌小学校,北海道,東区,伏古一条３丁目,43.08281343729141,141.3878769556636,102086.427188765
中沼小学校,北海道,東区,中沼町,43.132292512981785,141.4324218112125,28923.4268234771
東光小学校,北海道,東区,本町二条１丁目,43.081396521658206,141.38041288396263,119528.016768763
東苗穂小学校,北海道,東区,東苗穂五条２丁目,43.09022821386199,141.40523443678487,84096.5580024246
美香保小学校,北海道,東区,北十八条東６丁目,43.084504870846985,141.35982358018688,145284.137810878
苗穂小学校,北海道,東区,北九条東１３丁目,43.075228,141.373905,133586.834868624
伏古小学校,北海道,東区,伏古八条５丁目,43.09015846486203,141.39896730377575,101360.276002052
伏古北小学校,北海道,東区,伏古十一条１丁目,43.09930316303804,141.39395371319597,95372.9013077571
福移小学校,北海道,北区,篠路町福移,43.15166,141.437855,17279.3386032512
北園小学校,北海道,東区,北二十四条東４丁目,43.09258596519366,141.3554714471777,140430.519029547
愛宕小学校,福岡県,西区,愛宕４丁目,33.587151,130.339398,138018.043600358
北光小学校,北海道,東区,北十二条東６丁目,43.07753808244528,141.36205167925252,138779.431689356
愛宕浜小学校,福岡県,西区,愛宕浜３丁目,33.595401,130.330121,89021.9147530797
北小学校,北海道,東区,北三十三条東４丁目,43.10128,141.3527877509535,131119.59563261
壱岐小学校,福岡県,西区,拾六町団地,33.564098,130.308762,84247.8028884138
本町小学校,北海道,東区,本町二条７丁目,43.07655251409617,141.39346434811213,102086.427188765
壱岐東小学校,福岡県,西区,壱岐団地,33.562348,130.317872,109302.654092443
明園小学校,北海道,東区,北十九条東１４丁目,43.08635167915582,141.37157021510293,139076.469531141
壱岐南小学校,福岡県,西区,戸切２丁目,33.553905,130.314678,91629.6554709461
下山門小学校,福岡県,西区,城の原団地,33.576181,130.310039,87629.5924608054
金武小学校,福岡県,早良区,四箇１丁目,33.533573,130.319012,64624.1480164762
元岡小学校,福岡県,西区,太郎丸１丁目,33.589982,130.239877,42017.691721012
玄界小学校,福岡県,西区,大字玄界島,33.685611,130.235267,8147.07337543952
玄洋小学校,福岡県,西区,今宿３丁目,33.579984,130.264819,48929.048239682
今宿小学校,福岡県,西区,今宿東１丁目,33.575513,130.27318,48929.048239682
今津小学校,福岡県,西区,今津,33.607703,130.253237,25307.8024664764
周船寺小学校,福岡県,西区,周船寺１丁目,33.570845,130.241599,47427.3247934144
城原小学校,福岡県,西区,拾六町５丁目,33.570681,130.307984,92168.6603008921
西陵小学校,福岡県,西区,大字下山門,33.574569,130.296929,67221.1978387885
石丸小学校,福岡県,西区,石丸３丁目,33.57257,130.3149,120736.835935276
内浜小学校,福岡県,西区,姪の浜５丁目,33.585041,130.322621,97926.1628233015
能古小学校,福岡県,西区,能古,33.61551,130.308622,31971.9297306334
福重小学校,福岡県,西区,福重４丁目,33.572014,130.325594,145475.982795676
北崎小学校,福岡県,西区,大字小田,33.633866,130.223213,12398.3902061029
姪浜小学校,福岡県,西区,姪の浜２丁目,33.588207,130.329482,123467.004440278
姪北小学校,福岡県,西区,姪の浜２丁目,33.590594072789926,130.328546912972,123467.004440278
菊水小学校,北海道,白石区,菊水元町二条３丁目,43.06590140535575,141.40132839955191,111489.640094665
上白石小学校,北海道,白石区,菊水上町一条３丁目,43.06186136525687,141.38673412478556,127562.740634959
西白石小学校,北海道,白石区,中央三条５丁目,43.05852906001698,141.402870071701,111489.640094665
川北小学校,北海道,白石区,川北四条２丁目,43.06365975309727,141.43644005472927,81276.054375541
大谷地小学校,北海道,白石区,本通１８丁目南,43.03228885372296,141.43628781226164,98499.6062871217
東橋小学校,北海道,白石区,菊水九条１丁目,43.06216263511769,141.38081979091584,127562.740634959
東札幌小学校,北海道,白石区,東札幌四条５丁目,43.048146993450615,141.39532267925253,141540.762313974
東川下小学校,北海道,白石区,川下四条３丁目,43.05102310195406,141.4438769797389,76922.5304795859
東白石小学校,北海道,白石区,本通１４丁目南,43.03692005463699,141.426797143402,103678.662451263
南郷小学校,北海道,白石区,本郷通４丁目南,43.044813209281436,141.40709996934592,134992.148076097
南白石小学校,北海道,白石区,南郷通２丁目南,43.04247474149463,141.39994818773837,141540.762313974
白石小学校,北海道,白石区,本通１丁目北,43.05243678775539,141.40564788396262,125515.932292335
平和通小学校,北海道,白石区,本通１５丁目北,43.038957282813875,141.43250539244852,103678.662451263
米里小学校,北海道,白石区,米里一条３丁目,43.07383163814098,141.4182422764111,84105.7881935732
北郷小学校,北海道,白石区,北郷三条５丁目,43.05862723680588,141.41932457689742,98318.2092269335
金山小学校,福岡県,城南区,友丘６丁目,33.556571,130.367619,142618.155501395
北都小学校,北海道,白石区,北郷三条１１丁目,43.05130942061727,141.43497368964537,93457.3623917827
七隈小学校,福岡県,城南区,七隈４丁目,33.554349,130.358592,136507.400523838
北白石小学校,北海道,白石区,北郷六条３丁目,43.063903320976486,141.41742503394352,98318.2092269335
城南小学校,福岡県,城南区,茶山６丁目,33.567737,130.361397,176257.348928796
幌東小学校,北海道,白石区,菊水六条３丁目,43.05798007434356,141.37919469622423,140019.217337389
長尾小学校,福岡県,城南区,長尾５丁目,33.557322,130.381534,147794.108112527
本郷小学校,北海道,白石区,南郷通１０丁目南,43.03723454730395,141.416546928299,114590.519893036
鳥飼小学校,福岡県,城南区,鳥飼４丁目,33.579791,130.365729,177814.618001373
本通小学校,北海道,白石区,平和通９丁目南,43.04533412972013,141.42086341652364,123218.092708789
堤丘小学校,福岡県,城南区,堤１丁目,33.545767,130.379479,130980.721011718
堤小学校,福岡県,城南区,樋井川６丁目,33.541712,130.384729,130980.721011718
田島小学校,福岡県,城南区,田島３丁目,33.564709,130.368868,166715.21667012
南片江小学校,福岡県,城南区,南片江２丁目,33.54399,130.374757,118920.75921554
別府小学校,福岡県,城南区,別府６丁目,33.569348,130.366618,177231.001904825
片江小学校,福岡県,城南区,神松寺３丁目,33.551433,130.372174,142618.155501395
あやめ野小学校,北海道,豊平区,月寒東一条１１丁目,43.02520512693809,141.40392172358892,124198.216349916
しらかば台小学校,北海道,豊平区,月寒東四条１８丁目,43.02312775245327,141.42768265188786,95231.2962436959
みどり小学校,北海道,豊平区,美園五条２丁目,43.041816427331185,141.38150265188787,152075.336200833
旭小学校,北海道,豊平区,水車町３丁目,43.04750242330009,141.36284309906563,150966.667921342
月寒小学校,北海道,豊平区,月寒西二条５丁目,43.03200691940062,141.3905089315884,129976.328601646
月寒東小学校,北海道,豊平区,月寒東三条１０丁目,43.02994888960009,141.40661404433635,124198.216349916
西岡小学校,北海道,豊平区,西岡二条９丁目,43.00692730964081,141.38199647454235,80021.2209663605
西岡南小学校,北海道,豊平区,西岡四条１２丁目,42.996536,141.379869,62676.0118546924
賀茂小学校,福岡県,早良区,賀茂１丁目,33.552127,130.340288,129967.269785523
西岡北小学校,北海道,豊平区,西岡三条６丁目,43.01293458391122,141.38610148658,103012.384372239
曲渕小学校,福岡県,早良区,大字飯場,33.497881,130.298403,18646.722189084
中の島小学校,北海道,豊平区,中の島二条１丁目,43.038002198008336,141.36298323207478,145683.122394438
原小学校,福岡県,早良区,原２丁目,33.568764,130.349314,163278.803399486
東園小学校,北海道,豊平区,豊平一条１２丁目,43.04812464778809,141.38156995730833,152075.336200833
原西小学校,福岡県,早良区,原５丁目,33.564293,130.339037,149520.691646545
東山小学校,北海道,豊平区,平岸四条１０丁目,43.029898251404134,141.37377802736464,132568.745343095
原北小学校,福岡県,早良区,南庄４丁目,33.574764,130.334232,145475.982795676
南月寒小学校,北海道,豊平区,月寒西四条８丁目,43.026670375223915,141.389625,129976.328601646
高取小学校,福岡県,早良区,昭代２丁目,33.577013,130.352953,170133.501090682
美園小学校,北海道,豊平区,美園十一条４丁目,43.035913050635415,141.3790065051964,145325.134661594
四箇田小学校,福岡県,早良区,四箇田団地,33.533684,130.3314,78674.5792878985
福住小学校,北海道,豊平区,福住三条５丁目,43.013008,141.40179023207475,85417.418477727
室見小学校,福岡県,早良区,室見３丁目,33.575041,130.344065,157424.606340383
平岸高台小学校,北海道,豊平区,平岸五条１８丁目,43.01740014417158,141.37289141981313,120001.770748939
小田部小学校,福岡県,早良区,小田部６丁目,33.573653,130.328705,145475.982795676
平岸高台小学校のぞみ分校,北海道,豊平区,平岸四条１８丁目,43.01992039444072,141.37080404433638,120001.770748939
西新小学校,福岡県,早良区,西新６丁目,33.586012,130.35523,148084.500584589
平岸小学校,北海道,豊平区,平岸二条１４丁目,43.026027266617525,141.3668707389159,132568.745343095
早良小学校,福岡県,早良区,早良１丁目,33.505242,130.337206,34038.191530304
平岸西小学校,北海道,豊平区,平岸一条１５丁目,43.024558482607354,141.36160811603736,103470.099155143
大原小学校,福岡県,早良区,原３丁目,33.572847,130.344842,163278.803399486
豊園小学校,北海道,豊平区,美園一条４丁目,43.044429983428515,141.38905376792525,141540.762313974
田隈小学校,福岡県,早良区,田隈１丁目,33.544572,130.338733,114990.29175781
豊平小学校,北海道,豊平区,豊平五条７丁目,43.0486500592297,141.3726145632151,150966.667921342
田村小学校,福岡県,早良区,田村３丁目,33.541711,130.330705,100258.255836519
羊丘小学校,北海道,豊平区,月寒東一条１６丁目,43.018399,141.411435,101047.070637789
内野小学校,福岡県,早良区,内野８丁目,33.49366,130.33765,31307.5460835675
入部小学校,福岡県,早良区,東入部２丁目,33.521613,130.337619,51372.0027106947
飯原小学校,福岡県,早良区,原７丁目,33.562098,130.346231,149520.691646545
飯倉小学校,福岡県,早良区,飯倉７丁目,33.557182,130.349731,129967.269785523
飯倉中央小学校,福岡県,早良区,飯倉３丁目,33.565765,130.351314,160253.785254134
百道小学校,福岡県,早良区,百道３丁目,33.585068,130.347286,138018.043600358
百道浜小学校,福岡県,早良区,百道浜４丁目,33.592345,130.349036,97713.9956269282
野芥小学校,福岡県,早良区,野芥７丁目,33.539462,130.34201,88062.4897611465
有住小学校,福岡県,早良区,有田７丁目,33.56096,130.331483,130100.853840408
有田小学校,福岡県,早良区,有田８丁目,33.557404,130.328372,115072.546593495
脇山小学校,福岡県,早良区,大字脇山,33.489077,130.352816,26993.5946859435
西南学院小学校,福岡県,早良区,百道浜１丁目,33.58891,130.356608,148084.500584589
駒岡小学校,北海道,南区,常盤一条１丁目,42.958124,141.358706,24900.1213357611
常盤小学校,北海道,南区,常盤六条２丁目,42.935352373046484,141.34242092665428,18759.0943016443
澄川小学校,北海道,南区,澄川五条４丁目,43.012689348221286,141.3708896075515,96397.5587742217
澄川西小学校,北海道,南区,澄川二条５丁目,43.01041251930024,141.3621765358505,91265.1134440341
澄川南小学校,北海道,南区,澄川五条１３丁目,42.99328538583737,141.368555143402,67190.450014406
石山小学校,北海道,南区,石山一条４丁目,42.96676496085428,141.331553071701,41199.3492951283
石山東小学校,北海道,南区,石山東５丁目,42.96059921218668,141.34507608867273,32826.6287410264
石山南小学校,北海道,南区,石山二条８丁目,42.960753,141.317176,28870.9993315722
藻岩小学校,北海道,南区,川沿七条２丁目,42.988536395169724,141.33338193869187,54107.1566267411
藻岩南小学校,北海道,南区,川沿十八条２丁目,42.9731227807414,141.33223394527076,41199.3492951283
みなと小学校,福岡県,大牟田市,上屋敷町２丁目,33.010349,130.430875,30036.0361972475
藻岩北小学校,北海道,南区,川沿二条３丁目,42.999154,141.330093,55054.0458555832
羽山台小学校,福岡県,大牟田市,上白川町２丁目,33.049902,130.469732,38768.5952007052
定山溪小学校,北海道,南区,定山渓温泉東４丁目,42.962270006148486,141.1587974351402,5809.28210763669
吉野小学校,福岡県,大牟田市,岩本新町１丁目,33.073538,130.484341,23346.4915147507
藤の沢小学校,北海道,南区,藤野三条１丁目,42.958372,141.312431,31867.818418436
玉川小学校,福岡県,大牟田市,大字櫟野,33.007821,130.492452,16254.9991818055
藤野小学校,北海道,南区,藤野二条７丁目,42.964045981604706,141.2927321330091,26822.6957794834
銀水小学校,福岡県,大牟田市,大字田隈,33.054818,130.474676,35172.2725376237
藤野南小学校,北海道,南区,藤野四条６丁目,42.9571736308677,141.2956562490465,26277.793641723
高取小学校,福岡県,大牟田市,大字歴木,33.031237,130.483316,26533.6857510862
南の沢小学校,北海道,南区,南沢三条２丁目,42.98735635768579,141.31908166557017,44272.2630879929
三池小学校,福岡県,大牟田市,大字新町,33.04601821149065,130.4829204745424,33408.4790477129
南小学校,北海道,南区,南三十一条西９丁目,43.01677393296086,141.34913879693454,90810.6229765677
手鎌小学校,福岡県,大牟田市,大字唐船,33.059011,130.447539,22354.8900955831
豊滝小学校,北海道,南区,豊滝２丁目,42.958148,141.232494,9076.35548979551
上官小学校,福岡県,大牟田市,宮坂町,33.026404,130.452568,39211.4776418261
北の沢小学校,北海道,南区,北ノ沢９丁目,43.004034,141.317096,46241.7706529364
上内小学校,福岡県,大牟田市,大字上内,33.07401,130.504312,13619.7977263976
簾舞小学校,北海道,南区,簾舞一条４丁目,42.96442312514916,141.26468051887872,18633.0607073405
倉永小学校,福岡県,大牟田市,大字倉永,33.080204,130.460926,20282.176257839
真駒内公園小学校,北海道,南区,真駒内曙町２丁目,43.00048607393451,141.34972359057977,64301.3585433808
大正小学校,福岡県,大牟田市,大正町５丁目,33.030153,130.439763,35308.1374264446
真駒内桜山小学校,北海道,南区,真駒内泉町３丁目,42.98488216929064,141.3552272764111,53648.1422444778
大牟田小学校,福岡県,大牟田市,笹林町１丁目,33.028681,130.447818,35308.1374264446
中友小学校,福岡県,大牟田市,中友町,33.035069,130.441568,36245.4417704119
白川小学校,福岡県,大牟田市,中白川町１丁目,33.044124,130.459733,38392.6267123073
平原小学校,福岡県,大牟田市,平原町,33.039292,130.464594,35043.9711925204
明治小学校,福岡県,大牟田市,中町２丁目,33.041235,130.44579,36245.4417704119
駛馬南小学校,福岡県,大牟田市,沖田町,33.008183,130.449013,31712.6404538088
駛馬北小学校,福岡県,大牟田市,一部町,33.014822,130.449818,35940.3706850681
天の原小学校,福岡県,大牟田市,笹原町３丁目,33.009142,130.467445,26561.4714840851
天領小学校,福岡県,大牟田市,天領町１丁目,33.016782,130.434377,31811.7079708692
琴似小学校,北海道,西区,琴似二条７丁目,43.07520531926447,141.2992730443364,124558.360994645
琴似中央小学校,北海道,西区,八軒七条東１丁目,43.08680488822347,141.31794654078465,123405.70966782
山の手小学校,北海道,西区,山の手五条６丁目,43.070504628286045,141.29062659715865,112903.148260573
山の手南小学校,北海道,西区,山の手一条１０丁目,43.06346036479942,141.29592988396263,97363.8513903188
手稲宮丘小学校,北海道,西区,宮の沢三条２丁目,43.084730195624246,141.26632589764492,86661.776204611
手稲東小学校,北海道,西区,西野四条３丁目,43.071925594024,141.27871588396263,95771.8708431278
西園小学校,北海道,西区,西野一条７丁目,43.08135388128575,141.27702961794435,101747.898556304
西小学校,北海道,西区,発寒七条１３丁目,43.09642090705612,141.27320708373864,82370.0089599904
西野小学校,北海道,西区,西野八条４丁目,43.06350203680059,141.2695564198131,66251.0447384578
西野第二小学校,北海道,西区,西野八条７丁目,43.06763418179141,141.26311981226164,74552.0408049879
安武小学校,福岡県,久留米市,安武町住吉,33.29247,130.476381,36341.2279302573
二十四軒小学校,北海道,西区,二十四軒二条３丁目,43.07299953763537,141.31308094250593,139098.713415578
下田小学校,佐賀県,みやき町,大字坂口字納江,33.278017,130.433809,20331.3481667978
八軒小学校,北海道,西区,八軒四条西１丁目,43.085806323814865,141.3120996212338,129955.679213947
宮ノ陣小学校,福岡県,久留米市,宮ノ陣町五郎丸,33.33564703567833,130.5468703650839,33747.0004596774
八軒西小学校,北海道,西区,八軒三条西５丁目,43.088437379723594,141.3063918669909,129955.679213947
弓削小学校,福岡県,久留米市,北野町高良,33.331661,130.570611,30546.05389562
八軒北小学校,北海道,西区,八軒八条西６丁目,43.09352079868757,141.30960071155127,114771.753789055
京町小学校,福岡県,久留米市,京町,33.320236,130.49789,48842.7965476439
発寒小学校,北海道,西区,発寒十条４丁目,43.09147567843164,141.29289170661713,118066.392037884
金丸小学校,福岡県,久留米市,西町,33.309181,130.512056,65474.9948504788
発寒西小学校,北海道,西区,発寒四条７丁目,43.085733283090185,141.28516374056065,106363.786180321
金島小学校,福岡県,久留米市,北野町八重亀,33.353795,130.622462,18940.6027962738
発寒東小学校,北海道,西区,発寒十五条２丁目,43.10219044651595,141.2971069523742,92108.5406007604
犬塚小学校,福岡県,久留米市,三潴町玉満,33.248811,130.462175,24283.7603314329
発寒南小学校,北海道,西区,発寒二条４丁目,43.0818404384188,141.2934160273646,124558.360994645
御井小学校,福岡県,久留米市,御井町,33.306793,130.554858,47994.5587093797
福井野小学校,北海道,西区,福井６丁目,43.05522331643565,141.2660543481121,52990.3784829501
江上小学校,福岡県,久留米市,城島町江上,33.235444,130.427656,22359.7857206788
平和小学校,北海道,西区,平和三条８丁目,43.054302,141.250749,45469.6206134974
荒木小学校,福岡県,久留米市,荒木町荒木,33.269852,130.49953,35146.9869028611
高良内小学校,福岡県,久留米市,青峰１丁目,33.292906,130.561247,43322.0293271164
合川小学校,福岡県,久留米市,新合川２丁目,33.316598,130.54247,54199.0290237084
三潴小学校,福岡県,久留米市,三潴町高三潴,33.262091,130.462468,24655.280897844
山川小学校,福岡県,久留米市,山川追分２丁目,33.313293,130.568496,32014.9081289649
山本小学校,福岡県,久留米市,山本町耳納,33.309016,130.596938,22168.0404895684
篠山小学校,福岡県,久留米市,城南町,33.323041,130.507834,56394.7965056947
柴刈小学校,福岡県,久留米市,田主丸町八幡,33.35926366640115,130.65642958018688,14942.6959908655
小森野小学校,福岡県,久留米市,小森野５丁目,33.338995,130.51803,37580.1469692512
上津小学校,福岡県,久留米市,上津町,33.27974,130.534416,45161.8621798944
城島小学校,福岡県,久留米市,城島町城島,33.25728165488548,130.4275954778318,22129.2528144938
水縄小学校,福岡県,久留米市,田主丸町益生田,33.328018,130.701607,12718.6821774104
水分小学校,福岡県,久留米市,田主丸町野田,33.348415,130.692623,16546.2475670757
西国分小学校,福岡県,久留米市,諏訪野町,33.303099,130.526388,71330.7581619249
西牟田小学校,福岡県,久留米市,三潴町西牟田,33.23974021319403,130.48052714504675,28144.7039942594
青峰小学校,福岡県,久留米市,青峰２丁目,33.284212,130.56283,28225.980697644
上野幌西小学校,北海道,厚別区,上野幌二条２丁目,43.01895222965479,141.46982369293477,81499.4569301685
青木小学校,福岡県,久留米市,城島町上青木,33.240608,130.406562,21154.6407183972
ひばりが丘小学校,北海道,厚別区,厚別中央二条４丁目,43.03655207466711,141.46626584291567,88139.9726123899
川会小学校,福岡県,久留米市,田主丸町志塚島,33.342165,130.661571,15291.4580785137
共栄小学校,北海道,厚別区,厚別南２丁目,43.02978763121387,141.47068561794438,84024.7739051908
船越小学校,福岡県,久留米市,田主丸町秋成,33.350586,130.717377,13919.5591763924
厚別西小学校,北海道,厚別区,厚別西三条１丁目,43.04816271944203,141.45781340942028,79178.6194140915
善導寺小学校,福岡県,久留米市,善導寺町与田,33.326431,130.603187,22528.5365435809
厚別通小学校,北海道,厚別区,厚別西四条３丁目,43.05247667891151,141.46180208538334,71087.5013498068
草野小学校,福岡県,久留米市,草野町矢作,33.31708,130.63047,16028.5805839712
厚別東小学校,北海道,厚別区,厚別東四条８丁目,43.055138316422386,141.48658959057974,65909.6352242066
荘島小学校,福岡県,久留米市,荘島町,33.314208,130.506973,65474.9948504788
厚別北小学校,北海道,厚別区,厚別北二条３丁目,43.05507913856674,141.4756036349161,65909.6352242066
大橋小学校,福岡県,久留米市,大橋町合楽,33.338375,130.635351,17267.441599984
小野幌小学校,北海道,厚別区,厚別東二条４丁目,43.04430257449563,141.4853545035517,74592.4578590435
大城小学校,福岡県,久留米市,北野町金島,33.346938,130.607571,21119.8474416027
上野幌小学校,北海道,厚別区,厚別南６丁目,43.022477332547474,141.47936286699084,68913.343223563
大善寺小学校,福岡県,久留米市,大善寺町藤吉,33.275211,130.469644,29088.3031376485
上野幌東小学校,北海道,厚別区,上野幌二条４丁目,43.014276,141.47516,55640.254291688
竹野小学校,福岡県,久留米市,田主丸町中尾,33.321985,130.654589,12824.580963713
信濃小学校,北海道,厚別区,厚別中央四条３丁目,43.042244427068816,141.4635572900934,79458.5514928923
長門石小学校,福岡県,久留米市,長門石３丁目,33.32779,130.486809,32659.4336002316
青葉小学校,北海道,厚別区,青葉町６丁目,43.02955568720053,141.4765504641495,76308.1733536057
鳥飼小学校,福岡県,久留米市,津福本町,33.307209,130.502112,68958.1687509441
大谷地東小学校,北海道,厚別区,大谷地東５丁目,43.02394056821294,141.45869269622426,87936.6312444186
津福小学校,福岡県,久留米市,津福今町,33.289294,130.502112,53183.6942830594
もみじの丘小学校,北海道,厚別区,もみじ台東４丁目,43.02974422579703,141.49762309906558,55898.416179417
田主丸小学校,福岡県,久留米市,田主丸町常盤,33.345855,130.696968,16546.2475670757
もみじの森小学校,北海道,厚別区,もみじ台西３丁目,43.03174506066825,141.48654647454237,76308.1733536057
東国分小学校,福岡県,久留米市,野中町,33.299433,130.539943,56445.3004341071
南薫小学校,福岡県,久留米市,南薫西町,33.317903,130.523499,62146.6477073404
南小学校,福岡県,久留米市,南２丁目,33.29616,130.524277,71184.9095193132
日吉小学校,福岡県,久留米市,日吉町,33.314792,130.515361,72353.133369558
浮島小学校,福岡県,久留米市,城島町浮島,33.253757,130.396653,18954.2886916397
福岡教育大学附属久留米小学校,福岡県,久留米市,西町,33.294738,130.517583,71184.9095193132
北野小学校,福岡県,久留米市,北野町中,33.349976,130.584819,24684.7647746012
稲積小学校,北海道,手稲区,前田五条７丁目,43.12087637132852,141.25929448112123,72699.3690745623
稲穂小学校,北海道,手稲区,稲穂四条５丁目,43.123251565158235,141.21867352545763,41259.212153924
手稲山口小学校,北海道,手稲区,曙十一条２丁目,43.14586739018206,141.235799143402,37251.4523715068
手稲西小学校,北海道,手稲区,金山三条２丁目,43.12344028272767,141.2028295358505,33523.2920474481
手稲中央小学校,北海道,手稲区,手稲本町三条２丁目,43.11553777536571,141.24078887356976,60884.7450221706
手稲鉄北小学校,北海道,手稲区,前田二条１２丁目,43.12445802126999,141.24571904433643,65213.2310771055
手稲北小学校,北海道,手稲区,手稲星置,43.1421723975537,141.2082765801869,29800.5329930255
新発寒小学校,北海道,手稲区,新発寒二条２丁目,43.107465,141.270345,82674.2483120901
新陵小学校,北海道,手稲区,新発寒六条６丁目,43.11974912837108,141.27251297592483,71026.0135448777
新陵東小学校,北海道,手稲区,新発寒五条４丁目,43.114230296804514,141.27262730377575,74743.0558752586
星置東小学校,北海道,手稲区,星置二条１丁目,43.13517079848613,141.21710252216818,42668.989752773
西宮の沢小学校,北海道,手稲区,西宮の沢二条４丁目,43.106220424779266,141.25967994198123,68218.616933317
前田小学校,北海道,手稲区,前田六条１１丁目,43.12742338671426,141.2536498396263,65248.932283357
前田中央小学校,北海道,手稲区,前田八条１２丁目,43.131602336088804,141.25599816037374,65248.932283357
前田北小学校,北海道,手稲区,前田十条１８丁目,43.143411302543576,141.24782025943938,40463.1021499993
富丘小学校,北海道,手稲区,富丘一条６丁目,43.1144984269229,141.252300928299,75472.3382503312
下境小学校,福岡県,直方市,大字下境,33.728421,130.739779,23475.1147295772
感田小学校,福岡県,直方市,大字知古,33.760445,130.735139,36021.8859812174
三里塚小学校,北海道,清田区,里塚二条６丁目,42.98079872404371,141.46932827312256,50080.9393743788
上頓野小学校,福岡県,直方市,大字頓野,33.76039,130.763026,24471.7996896224
真栄小学校,北海道,清田区,美しが丘一条１丁目,42.989821132686885,141.44819985988744,62477.0683760612
植木小学校,福岡県,八幡西区,木屋瀬４丁目,33.775999,130.714363,33047.7641856934
