name,pref,city,district,latitude,longitude,relation_point_default
伊敷小学校,鹿児島県,鹿児島市,伊敷５丁目,31.627181,130.527559,48379.9473163193
上伊豆島小学校,福島県,郡山市,熱海町上伊豆島字上町,37.454707,140.295263,9232.02159607107
伊敷台小学校,鹿児島県,鹿児島市,伊敷台４丁目,31.631261,130.538837,49577.441249484
赤木小学校,福島県,郡山市,赤木町,37.404992,140.381645,53288.4362682299
一倉小学校,鹿児島県,鹿児島市,喜入一倉町,31.351345,130.522683,3600.6223753711
多田野小学校,福島県,郡山市,逢瀬町多田野字宮南,37.395824,140.272767,9743.82028935722
宇宿小学校,鹿児島県,鹿児島市,宇宿４丁目,31.545769,130.53606,75695.4953934071
多田野小学校堀口分校,福島県,郡山市,逢瀬町多田野字古川林,37.412488,140.234714,6381.28177209384
花尾小学校,鹿児島県,鹿児島市,花尾町,31.704994,130.492646,7031.53709598536
大成小学校,福島県,郡山市,鳴神２丁目,37.393604,140.338038,61540.6073169733
花野小学校,鹿児島県,鹿児島市,花野光ヶ丘１丁目,31.647287,130.52939,31374.2907267722
大槻小学校,福島県,郡山市,大槻町字城ノ内,37.390825,140.31693,35400.1106618238
改新小学校（休校中）,鹿児島県,鹿児島市,古里町,31.550992,130.649773,6989.55216416345
大田小学校,福島県,郡山市,西田町大田字中野内,37.444713,140.464692,11581.3186358791
皆与志小学校,鹿児島県,鹿児島市,皆与志町,31.67084,130.518918,13038.9240623052
大島小学校,福島県,郡山市,並木４丁目,37.410824,140.357202,59449.5051088876
鴨池小学校,鹿児島県,鹿児島市,真砂本町,31.554657,130.552725,57232.6830292455
谷田川小学校,福島県,郡山市,田村町谷田川字表前,37.311671,140.449977,8795.53859681088
喜入小学校,鹿児島県,鹿児島市,喜入町,31.374779,130.541138,5019.29411669199
朝日が丘小学校,福島県,郡山市,御前南４丁目,37.382771,140.331095,41350.8116400558
吉田小学校,鹿児島県,鹿児島市,東佐多町,31.737253,130.568645,8089.67586108942
田母神小学校,福島県,郡山市,田村町田母神字宮ノ前,37.296675,140.537748,5072.32986403631
吉野小学校,鹿児島県,鹿児島市,吉野町,31.638288,130.565499,41628.4570936189
東芳小学校,福島県,郡山市,阿久津町字久保,37.403049,140.413309,24153.8116038651
吉野東小学校,鹿児島県,鹿児島市,吉野町,31.648287,130.586414,32189.9937283349
桃見台小学校,福島県,郡山市,桃見台,37.40527,140.369423,60661.3728295768
宮小学校,鹿児島県,鹿児島市,宮之浦町,31.676656,130.565054,15258.1092666004
栃山神小学校,福島県,郡山市,田村町栃山神字東,37.322782,140.488862,6375.33488703793
宮川小学校,鹿児島県,鹿児島市,皇徳寺台４丁目,31.563573,130.484176,29927.6778489413
日和田小学校,福島県,郡山市,日和田町字原町,37.447211,140.393865,20515.2534635098
玉江小学校,鹿児島県,鹿児島市,下伊敷１丁目,31.612484,130.534252,62932.6218700237
熱海小学校,福島県,郡山市,熱海町高玉字樋口,37.490813,140.276929,8100.82921854765
錦江台小学校,鹿児島県,鹿児島市,錦江台３丁目,31.499912,130.49426,30576.3655327303
熱海小学校石筵分校,福島県,郡山市,熱海町石筵字下水上,37.530253,140.264151,5215.25062292279
郡山小学校,鹿児島県,鹿児島市,西俣町,31.680647,130.467892,9291.14392346003
白岩小学校,福島県,郡山市,白岩町字堺の内,37.410827,140.431086,18014.7057012928
犬迫小学校,鹿児島県,鹿児島市,犬迫町,31.629982,130.49645,18034.8711620573
富田小学校,福島県,郡山市,富田町字弁天下,37.422229,140.347038,47888.5171541977
原良小学校,鹿児島県,鹿児島市,原良２丁目,31.597481267021205,130.534755928299,76558.5719926281
富田西小学校,福島県,郡山市,富田町字上鶴蒔田,37.416934,140.336093,37642.6321976858
向陽小学校,鹿児島県,鹿児島市,向陽１丁目,31.559045,130.515867,78231.604975347
富田東小学校,福島県,郡山市,富田町字天神林,37.423601,140.358591,52047.359851324
広木小学校,鹿児島県,鹿児島市,広木１丁目,31.564961,130.52145,78231.604975347
片平小学校,福島県,郡山市,片平町字福内,37.426932,140.304985,15460.7506735581
皇徳寺小学校,鹿児島県,鹿児島市,皇徳寺台２丁目,31.556935,130.49287,45112.4911841406
穂積小学校,福島県,郡山市,三穂田町八幡字粧坂,37.363605,140.287767,12518.7041822262
荒田小学校,鹿児島県,鹿児島市,荒田１丁目,31.575933,130.548475,94113.1378950585
芳賀小学校,福島県,郡山市,芳賀２丁目,37.389995,140.3997,41251.0828584281
高免小学校（休校中）,鹿児島県,鹿児島市,桜島白浜町,31.621153,130.683546,5483.28388604307
芳山小学校,福島県,郡山市,長者２丁目,37.401381,140.371368,60661.3728295768
黒神小学校,鹿児島県,鹿児島市,高免町,31.592545,130.708072,4382.58860980218
明健小学校,福島県,郡山市,富久山町八山田字大森新田,37.430823,140.384977,38747.926635182
坂元小学校,鹿児島県,鹿児島市,玉里団地３丁目,31.623484,130.549167,58123.082723928
緑ケ丘第一小学校,福島県,郡山市,緑ケ丘東１丁目,37.376941,140.435531,19191.5146007484
坂元台小学校,鹿児島県,鹿児島市,坂元町,31.616096,130.552723,62069.4726179819
桜丘西小学校,鹿児島県,鹿児島市,桜ヶ丘２丁目,31.554073,130.511118,59823.3107349427
桜丘東小学校,鹿児島県,鹿児島市,桜ヶ丘６丁目,31.547824,130.521756,74612.5608973493
桜洲小学校,鹿児島県,鹿児島市,桜島小池町,31.597455,130.608364,14037.1300790458
桜峰小学校,鹿児島県,鹿児島市,桜島西道町,31.620543,130.644151,7878.83728973838
山下小学校,鹿児島県,鹿児島市,照国町,31.590903,130.550363,77447.4180844643
紫原小学校,鹿児島県,鹿児島市,紫原２丁目,31.559156,130.53681,86458.9953992591
鹿児島三育小学校,鹿児島県,鹿児島市,平之町,31.592847,130.547725,85160.7182064812
鹿児島大学教育学部附属小学校,鹿児島県,鹿児島市,鴨池１丁目,31.566211,130.545503,88114.683939327
錫山小学校,鹿児島県,鹿児島市,下福元町,31.496217,130.453374,8778.03045082108
春山小学校,鹿児島県,鹿児島市,松陽台町,31.583652,130.457108,19541.4528252099
小山田小学校,鹿児島県,鹿児島市,小山田町,31.663868,130.489671,12140.999559745
松元小学校,鹿児島県,鹿児島市,福山町,31.606306,130.435183,11566.2405050396
松原小学校,鹿児島県,鹿児島市,松原町,31.585793,130.558863,77447.4180844643
城南小学校,鹿児島県,鹿児島市,甲突町,31.582099,130.561196,84173.3197176165
瀬々串小学校,鹿児島県,鹿児島市,喜入瀬々串町,31.422385,130.520631,5224.18077450148
星峯西小学校,鹿児島県,鹿児島市,星ヶ峯４丁目,31.578682,130.492092,41565.7225789374
星峯東小学校,鹿児島県,鹿児島市,星ヶ峯１丁目,31.573543,130.50334,60726.5352456349
清水小学校,鹿児島県,鹿児島市,清水町,31.608347,130.566833,43712.5986656146
清和小学校,鹿児島県,鹿児島市,清和２丁目,31.535492,130.510091,58220.3279087524
生見小学校,鹿児島県,鹿児島市,喜入生見町,31.311636,130.570533,3195.67561141927
西伊敷小学校,鹿児島県,鹿児島市,西伊敷４丁目,31.640288,130.536057,39039.8071518249
西紫原小学校,鹿児島県,鹿児島市,紫原４丁目,31.556018,130.53206,85625.7144027289
西谷山小学校,鹿児島県,鹿児島市,上福元町,31.523882,130.501259,52505.1732621802
西田小学校,鹿児島県,鹿児島市,薬師２丁目,31.589902,130.535782,84542.5580877886
西陵小学校,鹿児島県,鹿児島市,西陵１丁目,31.579376,130.516589,72581.6798178519
石谷小学校,鹿児島県,鹿児島市,石谷町,31.612512,130.459694,14643.7087696347
川上小学校,鹿児島県,鹿児島市,緑ヶ丘町,31.652537,130.554305,29837.7718999978
前之浜小学校,鹿児島県,鹿児島市,喜入前之浜町,31.343533,130.551393,3516.95826916067
草牟田小学校,鹿児島県,鹿児島市,城山２丁目,31.603402,130.547279,72488.8498230669
大明丘小学校,鹿児島県,鹿児島市,大明丘１丁目,31.628511,130.565027,41084.4109984152
大龍小学校,鹿児島県,鹿児島市,大竜町,31.606486,130.562973,43922.6125966971
谷山小学校,鹿児島県,鹿児島市,谷山中央１丁目,31.522327,130.517535,50730.416650425
池田小学校,鹿児島県,鹿児島市,西別府町,31.599319,130.485619,24203.1342179592
中郡小学校,鹿児島県,鹿児島市,郡元２丁目,31.563878,130.546392,88114.683939327
中山小学校,鹿児島県,鹿児島市,中山２丁目,31.550279,130.503882,59823.3107349427
中洲小学校,鹿児島県,鹿児島市,上之園町,31.579848,130.544142,94113.1378950585
中名小学校,鹿児島県,鹿児島市,喜入中名町,31.391053,130.533082,5434.74065197338
田上小学校,鹿児島県,鹿児島市,田上６丁目,31.579542,130.526144,86551.777823209
東桜島小学校,鹿児島県,鹿児島市,持木町,31.557463,130.629941,7774.65178809463
東昌小学校,鹿児島県,鹿児島市,直木町,31.584388,130.416484,9452.83701418173
東谷山小学校,鹿児島県,鹿児島市,魚見町,31.540603,130.523339,70732.633005021
南小学校,鹿児島県,鹿児島市,東郡元町,31.552519,130.54692,80065.1738698694
南方小学校,鹿児島県,鹿児島市,川田町,31.678087,130.505586,10962.2108351138
八幡小学校,鹿児島県,鹿児島市,下荒田３丁目,31.5711,130.554308,77589.5908707623
武岡小学校,鹿児島県,鹿児島市,武岡２丁目,31.591875,130.517393,62674.9784404826
武岡台小学校,鹿児島県,鹿児島市,武岡６丁目,31.596124,130.514893,62674.9784404826
武小学校,鹿児島県,鹿児島市,武１丁目,31.577571,130.538559,94113.1378950585
福平小学校,鹿児島県,鹿児島市,下福元町,31.478414,130.501509,20170.1669970374
平川小学校,鹿児島県,鹿児島市,平川町,31.449445,130.514231,6723.92778429573
本城小学校,鹿児島県,鹿児島市,本城町,31.711158,130.558266,8364.81687281295
本名小学校,鹿児島県,鹿児島市,本名町,31.700395,130.545182,9465.39286785111
牟礼岡小学校,鹿児島県,鹿児島市,牟礼岡２丁目,31.679451,130.585635,13955.9537550995
名山小学校,鹿児島県,鹿児島市,山下町,31.596542,130.555501,74155.2562125184
明和小学校,鹿児島県,鹿児島市,明和２丁目,31.602318,130.52192,55047.0352497383
永井小学校,福島県,いわき市,三和町下永井,37.140589,140.764399,4256.71181759668
和田小学校,鹿児島県,鹿児島市,和田１丁目,31.5103,130.511647,44557.9298068301
永戸小学校,福島県,いわき市,三和町合戸,37.113647,140.757457,4464.2461671638
永崎小学校,福島県,いわき市,永崎,36.955339,140.937168,15188.0425651982
桶売小学校,福島県,いわき市,川前町上桶売,37.248353,140.724955,3706.97166136881
夏井小学校,福島県,いわき市,平上大越,37.052549,140.952995,11808.9975215573
貝泊小学校,福島県,いわき市,田人町貝泊,36.991713,140.615808,4204.61372766301
菊田小学校,福島県,いわき市,仁井田町,36.928112,140.773299,12563.9717026684
久之浜第一小学校,福島県,いわき市,久之浜町西３丁目,37.143373,140.992988,5453.925134085
久之浜第二小学校,福島県,広野町,大字折木字東下,37.176397,140.954755,4200.65642913389
宮小学校,福島県,いわき市,内郷宮町,37.045877,140.835231,15239.4310678282
郷ケ丘小学校,福島県,いわき市,郷ケ丘３丁目,37.028939,140.913001,22459.6866604354
錦小学校,福島県,いわき市,錦町中央１丁目,36.910892,140.787743,20767.4907859157
錦東小学校,福島県,いわき市,錦町中迎２丁目,36.901727,140.79802,16428.6897538835
御厩小学校,福島県,いわき市,内郷御厩町,37.046435,140.869672,29545.1799345481
好間第一小学校,福島県,いわき市,好間町中好間,37.067265,140.851062,20108.5247475893
好間第三小学校,福島県,いわき市,好間町北好間,37.070876,140.832452,11547.7474899384
好間第四小学校,福島県,いわき市,好間町榊小屋,37.07504,140.804122,7076.48788631845
好間第二小学校,福島県,いわき市,好間町今新田,37.066988,140.87606,27683.94538381
江名小学校,福島県,いわき市,江名,36.97117,140.953832,9552.50946862329
高久小学校,福島県,いわき市,平下高久,37.029496,140.958551,10659.6736805655
高坂小学校,福島県,いわき市,内郷高坂町,37.041253,140.857165,25628.8513390416
高野小学校,福島県,いわき市,内郷高野町,37.053654,140.795513,7416.64219087539
差塩小学校,福島県,いわき市,三和町差塩,37.183917,140.716625,3786.44584549042
三阪小学校,福島県,いわき市,三和町中三坂,37.19919,140.637465,4259.76532412152
四倉小学校,福島県,いわき市,四倉町,37.109209,140.987156,11393.7899550738
汐見が丘小学校,福島県,いわき市,小浜町,36.922838,140.830238,13269.3085300262
鹿島小学校,福島県,いわき市,鹿島町走熊,36.995888,140.909391,20037.4970718011
小玉小学校,福島県,いわき市,小川町三島,37.122537,140.862169,8721.24216695806
小川小学校,福島県,いわき市,小川町上平,37.134559,140.862481,7746.4912374253
小白井小学校,福島県,いわき市,川前町小白井,37.298624,140.708011,3738.66493630108
小名浜西小学校,福島県,いわき市,小名浜大原,36.96617,140.897449,28286.9336101407
小名浜第一小学校,福島県,いわき市,小名浜君ケ塚町,36.963115,140.901337,26283.9164385939
小名浜第三小学校,福島県,いわき市,小名浜住吉,36.977557,140.885227,23238.8861683849
小名浜第二小学校,福島県,いわき市,小名浜愛宕町,36.952004,140.896061,27554.4845104605
小名浜東小学校,福島県,いわき市,小名浜諏訪町,36.954505,140.911615,25620.1928193149
上遠野小学校,福島県,いわき市,遠野町根岸,37.009214,140.747186,6680.68728985479
植田小学校,福島県,いわき市,東田町２丁目,36.924225,140.804962,17061.9293265138
石住小学校,福島県,いわき市,田人町石住,37.033654,140.641082,4180.21478941007
赤井小学校,福島県,いわき市,平中平窪字岩間,37.087541,140.865226,16939.4098765103
川前小学校,福島県,いわき市,川前町川前,37.205581,140.752732,3570.92869302305
川部小学校,福島県,いわき市,三沢町,36.906447,140.731637,8773.21171376674
泉小学校,福島県,いわき市,泉もえぎ台２丁目,36.950613,140.847734,22076.7836650477
泉北小学校,福島県,いわき市,泉町玉露,36.962278,140.847455,21197.4610707526
草野小学校,福島県,いわき市,平泉崎,37.071435,140.947995,14371.5576265216
草野小学校絹谷分校,福島県,いわき市,平北神谷,37.09171,140.940217,9069.21176839951
大浦小学校,福島県,いわき市,四倉町塩木,37.094488,140.96577,12105.0718819172
大野第一小学校,福島県,いわき市,四倉町長友,37.115318,140.947994,7250.09833308762
大野第二小学校,福島県,いわき市,四倉町上柳生,37.114206,140.903276,7129.30244422269
沢渡小学校,福島県,いわき市,三和町下市萱,37.14392,140.688019,4061.42839692102
中央台東小学校,福島県,いわき市,中央台高久２丁目,37.007797,140.928889,17986.0265842806
中央台南小学校,福島県,いわき市,中央台鹿島２丁目,37.002554,140.922447,19084.1934395985
中央台北小学校,福島県,いわき市,中央台飯野３丁目,37.016441,140.91078,24324.9073995601
長倉小学校,福島県,いわき市,常磐上湯長谷町堀ノ内,37.002272,140.837177,20297.1287210471
綴小学校,福島県,いわき市,内郷綴町,37.030881,140.856063,23063.4725711485
田人第一小学校,福島県,いわき市,田人町黒田,36.963663,140.703858,5624.41597106106
田人第一小学校荷路夫分校（休校中）,福島県,いわき市,田人町荷路夫,36.964773,140.658862,4556.26617168735
田人第二小学校,福島県,いわき市,田人町旅人,36.94533,140.654141,4563.17283691093
田人第二小学校南大平分校（休校中）,福島県,いわき市,田人町南大平,36.932538,140.6899,5193.38507789047
渡辺小学校,福島県,いわき市,渡辺町田部,36.958945,140.829402,14324.8359996699
湯本第一小学校,福島県,いわき市,常磐湯本町栄田,37.003661,140.848287,25031.2585112129
湯本第三小学校,福島県,いわき市,常磐水野谷町,37.008385,140.863285,19810.8508154391
湯本第二小学校,福島県,いわき市,常磐湯本町日渡,37.018659,140.842176,19164.0441214718
藤原小学校,福島県,いわき市,常磐上湯長谷町梅ケ平,37.001439,140.822457,14610.3042689437
内町小学校,福島県,いわき市,内郷内町,37.035047,140.851064,25628.8513390416
楢葉南小学校,福島県,いわき市,平吉野谷,37.02165364498145,140.92296351869308,24795.9200223463
楢葉北小学校,福島県,いわき市,平吉野谷,37.02165364498145,140.92296351869308,24795.9200223463
入遠野小学校,福島県,いわき市,遠野町大平,37.036781,140.708107,5013.62912933147
白水小学校,福島県,いわき市,内郷白水町,37.028934,140.817179,11387.3125876167
磐崎小学校,福島県,いわき市,常磐下湯長谷町,36.987829,140.850787,23229.4627204502
平第一小学校,福島県,いわき市,平字六間門,37.058378,140.885226,29806.2091476918
平第五小学校,福島県,いわき市,平南白土２丁目,37.040604,140.907723,31304.3337156833
平第三小学校,福島県,いわき市,平字作町３丁目,37.048103,140.902168,32018.1656507847
平第四小学校,福島県,いわき市,平下平窪字諸荷,37.081987,140.880225,19127.1201002993
平第二小学校,福島県,いわき市,平字四軒町,37.063656,140.893002,28644.4339417945
平第六小学校,福島県,いわき市,平中神谷,37.068101,140.931886,18671.2326593361
豊間小学校,福島県,いわき市,平薄磯,37.001245,140.975074,7446.4233343512
勿来第一小学校,福島県,いわき市,勿来町大高宮前,36.893116,140.76219,12699.3999047747
勿来第三小学校,福島県,いわき市,勿来町大高宮前,36.885895,140.742192,11547.5268100918
勿来第二小学校,福島県,いわき市,勿来町関田西１丁目,36.885618,140.788021,13009.3161724325
下名小学校,鹿児島県,鹿屋市,下名,31.349137,130.899707,8489.48307052559
笠野原小学校,鹿児島県,鹿屋市,笠之原町,31.385476435408094,130.8894714198131,13663.4014201741
串良小学校,鹿児島県,鹿屋市,岡崎,31.392798,130.957952,7656.52129769855
吾平小学校,鹿児島県,鹿屋市,麓,31.33052,130.895753,7018.93131229257
高隈小学校,鹿児島県,鹿屋市,上高隈町,31.488867,130.873646,3265.50763568428
高須小学校,鹿児島県,鹿屋市,高須町,31.34649,130.797324,4285.72352882643
細山田小学校,鹿児島県,鹿屋市,細山田,31.443139,130.92475,4898.38521044994
鹿屋小学校,鹿児島県,鹿屋市,大手町,31.39171,130.853518,21619.7066984031
寿小学校,鹿児島県,鹿屋市,寿５丁目,31.384822,130.863512,24957.5047317509
寿北小学校,鹿児島県,鹿屋市,札元１丁目,31.391794,130.871372,22792.8585479072
上小原小学校,鹿児島県,鹿屋市,上小原,31.3862,130.916452,7775.02590443206
西原小学校,鹿児島県,鹿屋市,西原１丁目,31.388377,130.840708,20730.3828747807
西原台小学校,鹿児島県,鹿屋市,今坂町,31.382904,130.822098,12065.70812644
西俣小学校,鹿児島県,鹿屋市,飯隈町,31.335537538191026,130.8756224641495,8129.93162258427
大姶良小学校,鹿児島県,鹿屋市,田淵町,31.337331,130.834478,7094.16793928851
大黒小学校,鹿児島県,鹿屋市,下高隈町,31.460981,130.880091,4001.08858994229
鶴峰小学校,鹿児島県,鹿屋市,上名,31.310383,130.896339,5189.65701322661
田崎小学校,鹿児島県,鹿屋市,川西町,31.365491,130.875984,12419.6880943286
東原小学校,鹿児島県,鹿屋市,東原町,31.42478,130.882665,8691.5976157989
南小学校,鹿児島県,鹿屋市,萩塚町,31.329439,130.868263,6567.68116401692
浜田小学校,鹿児島県,鹿屋市,浜田町,31.333686,130.806212,4864.53402430551
野里小学校,鹿児島県,鹿屋市,今坂町,31.371627706739943,130.82021095566358,11114.0086850527
祓川小学校,鹿児島県,鹿屋市,祓川町,31.426651,130.850873,6671.39322561987
輝北小学校,鹿児島県,鹿屋市,上百引,31.547892510211064,130.86760753585048,3212.90958270171
花岡小学校,鹿児島県,鹿屋市,古里町,31.398545305930867,130.7811228292334,5635.97447320773
金山小学校,鹿児島県,枕崎市,金山町,31.312539,130.291555,3247.66303313477
桜山小学校,鹿児島県,枕崎市,桜山町,31.291578,130.291214,9163.87232266657
別府小学校,鹿児島県,枕崎市,別府西町,31.274435,130.346502,3665.98675553602
枕崎小学校,鹿児島県,枕崎市,千代田町,31.274239,130.296173,10945.5007727851
立神小学校,鹿児島県,枕崎市,立神本町,31.271485,130.279545,10101.7819172531
阿久根小学校,鹿児島県,阿久根市,栄町,32.019772,130.196787,7856.14360992362
山下小学校,鹿児島県,阿久根市,波留,32.009662,130.213258,5144.5947188372
西目小学校,鹿児島県,阿久根市,大川,31.987608,130.201926,3686.1046660115
折多小学校,鹿児島県,阿久根市,折口,32.059352,130.223562,4387.65080665858
大川小学校,鹿児島県,阿久根市,大川,31.952611,130.219788,2824.18473225015
鶴川内小学校,鹿児島県,阿久根市,鶴川内,32.026856,130.238311,3829.90918091733
田代小学校,鹿児島県,出水市,上名,32.009828,130.271561,2904.43367586633
尾崎小学校,鹿児島県,阿久根市,鶴川内,32.004496,130.240618,3048.20779431193
脇本小学校,鹿児島県,阿久根市,脇本,32.081126,130.194898,4289.93356855426
下水流小学校,鹿児島県,出水市,上水流,32.087764,130.299676,7012.53074574905
みさか小学校,福島県,白河市,登り町,37.110672,140.18735,15911.1506445274
江内小学校,鹿児島県,出水市,江内,32.098613,130.252853,4351.39298354318
釜子小学校,福島県,白河市,東釜子,37.100998,140.342365,7770.58472673616
高尾野小学校,鹿児島県,出水市,柴引,32.061595,130.297382,8005.39147832642
関辺小学校,福島県,白河市,関辺引目橋,37.092525,140.250004,8236.09364958694
出水小学校,鹿児島県,出水市,麓町,32.074851,130.359524,11400.7466119486
五箇小学校,福島県,白河市,舟田,37.117662,140.286364,7917.86694037006
上場小学校,鹿児島県,伊佐市,大口小川内,32.10264446813968,130.47725734811212,2386.0015024735
小田川小学校,福島県,白河市,泉田大久保,37.153351,140.24778,8359.95696825307
西出水小学校,鹿児島県,出水市,大野原町,32.074879,130.341081,12404.7162669224
小野田小学校,福島県,白河市,東下野出島,37.10842,140.385329,6949.8596598094
切通小学校,鹿児島県,出水市,境町,32.155315,130.364522,4023.52283961762
信夫第一小学校,福島県,白河市,大信中新城字西畑,37.210619,140.268199,7187.36627765894
荘小学校,鹿児島県,出水市,下水流,32.086321,130.280724,6216.96421175953
信夫第二小学校,福島県,白河市,大信増見字中沢,37.182801,140.219571,6413.51977200522
大川内小学校,鹿児島県,出水市,下大川内,32.070588,130.427139,2728.46383690787
大屋小学校,福島県,白河市,大信下小屋字西宿,37.216955,140.215713,5922.23326029617
東出水小学校,鹿児島県,出水市,上鯖渕,32.0803,130.367493,9816.76730099179
白河第一小学校,福島県,白河市,本町,37.120521,140.211673,22459.2930707946
米ノ津小学校,鹿児島県,出水市,下知識町,32.107641,130.325553,9828.18458508401
白河第五小学校,福島県,白河市,白坂大倉矢見,37.084441,140.188732,9668.67132369317
米ノ津東小学校,鹿児島県,出水市,下鯖町,32.119836,130.342886,7796.23275547665
白河第三小学校,福島県,白河市,鍛冶町,37.123298,140.220422,18774.6801765302
米ノ津東小学校桂島分校（休校中）,鹿児島県,出水市,荘,32.149342,130.262725,2512.92596157432
白河第四小学校,福島県,白河市,久田野城内,37.125854,140.259169,10247.0317468673
野田小学校,鹿児島県,出水市,下名,32.057949,130.267403,6107.47014904328
白河第二小学校,福島県,白河市,巡り矢,37.126659,140.202341,20414.6001752716
蕨島小学校,鹿児島県,出水市,荘,32.1164,130.269336,3747.25976374495
表郷小学校,福島県,白河市,表郷中寺,37.058858,140.301551,7523.16001987507
阿武隈小学校,福島県,須賀川市,古舘,37.297226,140.390816,20374.4852334892
稲田小学校,福島県,須賀川市,岩渕字岡谷地,37.261959,140.322292,10969.9263299404
開聞小学校,鹿児島県,指宿市,開聞十町,31.206653,130.535334,3700.52535930265
小塩江小学校,福島県,須賀川市,塩田,37.291117,140.43359,9257.64621314034
魚見小学校,鹿児島県,指宿市,東方,31.265802,130.639894,7765.42833972519
仁井田小学校,福島県,須賀川市,仁井田字緑川,37.336943,140.328876,17589.2538440837
今和泉小学校,鹿児島県,指宿市,岩本,31.293147,130.59607,4036.82561268796
西袋第一小学校,福島県,須賀川市,西田町,37.297503,140.353597,22606.4760954768
山川小学校,鹿児島県,指宿市,町,31.197628,130.637281,4335.97767558346
西袋第二小学校,福島県,須賀川市,袋田,37.304168,140.316656,11011.9868074704
指宿小学校,鹿児島県,指宿市,西方,31.279217,130.617284,6385.65429641981
大森小学校,福島県,須賀川市,狸森,37.238623,140.449147,7153.69672981336
川尻小学校,鹿児島県,指宿市,山川岡児ヶ水,31.180701,130.560382,2491.8910892772
大東小学校,福島県,須賀川市,小作田字天下清水,37.265842,140.423037,9903.84071155871
大成小学校,鹿児島県,指宿市,山川成川,31.205743,130.609792,4697.71288868552
大東小学校上小山田分校,福島県,須賀川市,雨田,37.26862,140.454146,7133.99079113786
丹波小学校,鹿児島県,指宿市,湯の浜三丁目,31.234,130.645867,11285.0739820149
第一小学校,福島県,須賀川市,並木町,37.278217,140.370456,21182.0965133431
池田小学校,鹿児島県,指宿市,池田,31.26369,130.561094,3100.07984969082
第三小学校,福島県,須賀川市,朝日田,37.278895,140.386651,21836.6823507892
徳光小学校,鹿児島県,指宿市,山川岡児ヶ水,31.18005,130.587919,2899.200813498
第二小学校,福島県,須賀川市,弘法坦,37.293034,140.372091,27763.3260696778
柳田小学校,鹿児島県,指宿市,十町,31.253831,130.630034,11427.4164693551
長沼小学校,福島県,須賀川市,長沼字殿町,37.293334,140.213611,6612.47003048641
利永小学校,鹿児島県,指宿市,開聞上野,31.20661,130.570439,3709.95504869785
長沼東小学校,福島県,須賀川市,桙衝字石橋,37.273337,140.272217,8053.94883981747
柏城小学校,福島県,須賀川市,森宿字横見根,37.320557,140.371094,21132.1700644879
白江小学校,福島県,須賀川市,矢沢字大山,37.301112,140.284437,8962.17627611559
白方小学校,福島県,須賀川市,今泉字堀ノ内,37.327497,140.252772,8215.3499218466
牛根小学校,鹿児島県,垂水市,二川,31.58202,130.785038,3356.99441641595
協和小学校,鹿児島県,垂水市,海潟,31.525241,130.701962,4729.25542700861
境小学校,鹿児島県,垂水市,二川,31.609407,130.795343,3435.37950645389
松ケ崎小学校,鹿児島県,垂水市,牛根麓,31.557704,130.749222,3672.01518503576
新城小学校,鹿児島県,垂水市,新城,31.436755,130.746345,3684.94522522658
垂水小学校,鹿児島県,垂水市,中央町,31.492563,130.706063,8260.01410119429
水之上小学校,鹿児島県,垂水市,本城,31.482887,130.721004,6496.76641774402
柊原小学校,鹿児島県,垂水市,柊原,31.459279,130.706504,4688.47225417498
姥堂小学校,福島県,喜多方市,大字新江木,37.615035,139.891361,8881.7569927171
育英小学校,鹿児島県,薩摩川内市,中郷３丁目,31.835765,130.316009,14203.9974221377
塩川小学校,福島県,喜多方市,字東栄町４丁目,37.593727,139.891313,9379.1529047674
永利小学校,鹿児島県,薩摩川内市,永利町,31.789964,130.336203,11503.3672271023
加納小学校,福島県,喜多方市,大字加納,37.708296,139.857034,5310.82449270439
可愛小学校,鹿児島県,薩摩川内市,大王町,31.828071,130.299733,19413.1867681614
関柴小学校,福島県,喜多方市,関柴町三津井字堂ノ上,37.651342,139.90057,8692.62416656773
亀山小学校,鹿児島県,薩摩川内市,宮内町,31.820266,130.291317,19640.2076303207
駒形小学校,福島県,喜多方市,大字五合,37.603015,139.91382,6836.02043172008
吉川小学校,鹿児島県,薩摩川内市,城上町,31.921199,130.283668,2614.4499095903
熊倉小学校,福島県,喜多方市,熊倉町熊倉字熊倉,37.643288,139.923068,7691.09461663084
隈之城小学校,鹿児島県,薩摩川内市,宮崎町,31.794305,130.313553,16075.7580783353
慶徳小学校,福島県,喜多方市,慶徳町豊岡字今町,37.633287,139.834743,6032.75400298695
高来小学校,鹿児島県,薩摩川内市,高城町,31.852762,130.288651,8501.9869210025
高郷小学校,福島県,喜多方市,大字塩坪,37.614422,139.724971,3858.62966430631
黒木小学校,鹿児島県,薩摩川内市,祁答院町黒木,31.886313,130.524862,3768.05893827224
山都小学校,福島県,喜多方市,字上ノ原道東,37.643587,139.771645,4719.41614237379
山田小学校,鹿児島県,薩摩川内市,東郷町山田,31.891952,130.387518,3470.27484273074
松山小学校,福島県,喜多方市,松山町村松字常盤町,37.671616,139.874183,12027.6265060171
市比野小学校,鹿児島県,薩摩川内市,樋脇町市比野,31.78489,130.404563,5549.49819020532
上三宮小学校,福島県,喜多方市,上三宮町上三宮字籬山,37.682725,139.861406,8103.48444483419
上手小学校,鹿児島県,薩摩川内市,祁答院町上手,31.868129,130.511973,4032.71429146623
